C.brenneri WBID,C.brenneri assignment (CN),C.briggsae WBID,C.briggsae assignment (CN),C.remanei WBID,C.remanei assignment (CN)
WBGene00147480,A,WBGene00039259,A,WBGene00062263,A
WBGene00147484,A,WBGene00041059,A,WBGene00068890,A
WBGene00147490,A,WBGene00024008,A,WBGene00053857,A
WBGene00147503,A,WBGene00041894,A,WBGene00067242,A
WBGene00147508,A,WBGene00035518,A,WBGene00063487,A
WBGene00147516,A,WBGene00031915,A,WBGene00064612,A
WBGene00147525,A,WBGene00038141,A,WBGene00056092,A
WBGene00147529,A,WBGene00030701,A,WBGene00055533,A
WBGene00147530,A,WBGene00030706,A,WBGene00055541,A
WBGene00147537,X,WBGene00029595,X,WBGene00058569,X
WBGene00147540,X,WBGene00036928,X,WBGene00058472,X
WBGene00147541,A,WBGene00036506,A,WBGene00054723,A
WBGene00147545,X,WBGene00029584,X,WBGene00058557,X
WBGene00147553,A,WBGene00030848,A,WBGene00054802,A
WBGene00147562,X,WBGene00034853,X,WBGene00051909,X
WBGene00147579,A,WBGene00033015,A,WBGene00062295,A
WBGene00147584,short,WBGene00025844,A,WBGene00053581,A
WBGene00147590,X,WBGene00035121,X,WBGene00051653,X
WBGene00147592,A,WBGene00024753,A,WBGene00062038,A
WBGene00147594,A,WBGene00025523,A,WBGene00057307,A
WBGene00147600,A,WBGene00039210,A,WBGene00077427,A
WBGene00147601,X,WBGene00023625,X,WBGene00051099,X
WBGene00147617,X,WBGene00035039,X,WBGene00051745,X
WBGene00147619,A,WBGene00035558,A,WBGene00064852,A
WBGene00147622,A,WBGene00023734,A,WBGene00061311,A
WBGene00147627,X,WBGene00029485,X,WBGene00065265,X
WBGene00147628,A,WBGene00032639,A,WBGene00052830,A
WBGene00147633,X,WBGene00036308,X,WBGene00063225,X
WBGene00147634,A,WBGene00025650,A,WBGene00054057,A
WBGene00147635,A,WBGene00033287,A,WBGene00060045,A
WBGene00147637,A,WBGene00034298,A,WBGene00064553,A
WBGene00147639,A,WBGene00030785,A,WBGene00066755,A
WBGene00147645,A,WBGene00024139,A,WBGene00053164,A
WBGene00147662,A,WBGene00029196,A,WBGene00064714,A
WBGene00147664,A,WBGene00031238,A,WBGene00068976,A
WBGene00147675,A,WBGene00030797,A,WBGene00077379,A
WBGene00147676,A,WBGene00038698,A,WBGene00068091,A
WBGene00147679,A,WBGene00024282,A,WBGene00071091,A
WBGene00147683,A,WBGene00026126,A,WBGene00053262,A
WBGene00147684,A,WBGene00033247,A,WBGene00064101,A
WBGene00147696,A,WBGene00039527,A,WBGene00057942,A
WBGene00147697,A,WBGene00038928,A,WBGene00061180,A
WBGene00147700,A,WBGene00028778,A,WBGene00057783,A
WBGene00147703,X,WBGene00036081,X,WBGene00059798,X
WBGene00147704,A,WBGene00028978,A,WBGene00052754,A
WBGene00147705,A,WBGene00029133,A,WBGene00055150,A
WBGene00147714,X,WBGene00027152,X,WBGene00058445,X
WBGene00147721,A,WBGene00034056,A,WBGene00063043,A
WBGene00147722,A,WBGene00025870,A,WBGene00053558,A
WBGene00147724,A,WBGene00027705,A,WBGene00055681,A
WBGene00147734,X,WBGene00027732,X,WBGene00058780,X
WBGene00147747,A,WBGene00032391,A,WBGene00054151,A
WBGene00147777,A,WBGene00028034,A,WBGene00063537,A
WBGene00147789,X,WBGene00029441,X,WBGene00065300,X
WBGene00147795,X,WBGene00035080,X,WBGene00051702,X
WBGene00147802,A,WBGene00027695,A,WBGene00055685,A
WBGene00147811,X,WBGene00034763,X,WBGene00052009,X
WBGene00147822,X,WBGene00035680,X,WBGene00065539,X
WBGene00147824,A,WBGene00033904,A,WBGene00054275,A
WBGene00147827,A,WBGene00031331,A,WBGene00054923,A
WBGene00147831,A,WBGene00038261,A,WBGene00052181,A
WBGene00147833,X,WBGene00036685,X,WBGene00072598,X
WBGene00147836,A,WBGene00026830,A,WBGene00066614,A
WBGene00147843,A,WBGene00030239,A,WBGene00056361,A
WBGene00147845,X,WBGene00036666,X,WBGene00051243,X
WBGene00147850,A,WBGene00024087,A,WBGene00053796,A
WBGene00147851,X,WBGene00029944,X,WBGene00060193,X
WBGene00147863,A,WBGene00030679,A,WBGene00055608,A
WBGene00147864,A,WBGene00037747,A,WBGene00055831,A
WBGene00147866,A,WBGene00031334,A,WBGene00054919,A
WBGene00147867,X,WBGene00034828,X,WBGene00051930,X
WBGene00147878,X,WBGene00036124,X,WBGene00059781,X
WBGene00147883,short,WBGene00026135,A,WBGene00053255,A
WBGene00147890,X,WBGene00036091,X,WBGene00059792,X
WBGene00147898,A,WBGene00030652,A,WBGene00055640,A
WBGene00147899,X,WBGene00034707,X,WBGene00052079,X
WBGene00147901,A,WBGene00029855,A,WBGene00061264,A
WBGene00147910,A,WBGene00031155,A,WBGene00065087,A
WBGene00147912,X,WBGene00027751,X,WBGene00058760,X
WBGene00147919,A,WBGene00024182,A,WBGene00071606,A
WBGene00147932,A,WBGene00030672,A,WBGene00055616,A
WBGene00147934,A,WBGene00032940,A,WBGene00067673,A
WBGene00147935,A,WBGene00030832,A,WBGene00054819,A
WBGene00147937,A,WBGene00034060,A,WBGene00063039,A
WBGene00147942,X,WBGene00034903,X,WBGene00051860,X
WBGene00147947,A,WBGene00030835,A,WBGene00054816,A
WBGene00147949,A,WBGene00039978,A,WBGene00055391,A
WBGene00147959,X,WBGene00025222,X,WBGene00058166,X
WBGene00147960,A,WBGene00038239,A,WBGene00052159,A
WBGene00147964,A,WBGene00039493,A,WBGene00063392,A
WBGene00147969,A,WBGene00036426,A,WBGene00069392,A
WBGene00147975,A,WBGene00032361,A,WBGene00054226,A
WBGene00147978,X,WBGene00035020,X,WBGene00051766,X
WBGene00147979,X,WBGene00034806,X,WBGene00051951,X
WBGene00147980,A,WBGene00036418,A,WBGene00069378,A
WBGene00147984,A,WBGene00031066,A,WBGene00059030,A
WBGene00147987,A,WBGene00038252,A,WBGene00052170,A
WBGene00147992,A,WBGene00026832,A,WBGene00066616,A
WBGene00147996,A,WBGene00032065,A,WBGene00070761,A
WBGene00148000,A,WBGene00033881,A,WBGene00054375,A
WBGene00148004,A,WBGene00026055,A,WBGene00053344,A
WBGene00148010,A,WBGene00035326,A,WBGene00056433,A
WBGene00148011,A,WBGene00033993,A,WBGene00055917,A
WBGene00148023,X,WBGene00036314,X,WBGene00063231,X
WBGene00148025,A,WBGene00026823,A,WBGene00066605,A
WBGene00148040,A,WBGene00030855,A,WBGene00054797,A
WBGene00148048,A,WBGene00037778,A,WBGene00055799,A
WBGene00148056,A,WBGene00030937,A,WBGene00058887,A
WBGene00148057,A,WBGene00086881,A,WBGene00081186,A
WBGene00148058,A,WBGene00028461,A,WBGene00062633,A
WBGene00148065,X,WBGene00036981,X,WBGene00058274,X
WBGene00148073,X,WBGene00037142,X,WBGene00058382,X
WBGene00148080,A,WBGene00024317,A,WBGene00067218,A
WBGene00148086,X,WBGene00036262,X,WBGene00077253,X
WBGene00148090,X,WBGene00034750,X,WBGene00052023,X
WBGene00148091,X,WBGene00027147,X,WBGene00058451,X
WBGene00148098,A,WBGene00033996,A,WBGene00063099,A
WBGene00148102,A,WBGene00024213,A,WBGene00069294,A
WBGene00148103,X,WBGene00032125,X,WBGene00051456,X
WBGene00148105,A,WBGene00040786,A,WBGene00060483,A
WBGene00148114,X,WBGene00036232,X,WBGene00063274,X
WBGene00148116,A,WBGene00029877,A,WBGene00061233,A
WBGene00148124,A,WBGene00039406,A,WBGene00056023,A
WBGene00148125,X,WBGene00027749,X,WBGene00058762,X
WBGene00148130,A,WBGene00041132,A,WBGene00067949,A
WBGene00148134,A,WBGene00029126,A,WBGene00055162,A
WBGene00148135,A,WBGene00023944,A,WBGene00053922,A
WBGene00148142,X,WBGene00035084,X,WBGene00051698,X
WBGene00148156,A,WBGene00038649,A,WBGene00070358,A
WBGene00148158,X,WBGene00029926,X,WBGene00060175,X
WBGene00148161,A,WBGene00029115,A,WBGene00055169,A
WBGene00148170,A,WBGene00039221,A,WBGene00070966,A
WBGene00148178,A,WBGene00030371,A,WBGene00052660,A
WBGene00148191,A,WBGene00040842,A,WBGene00060456,A
WBGene00148192,X,WBGene00032234,X,WBGene00051344,X
WBGene00148196,X,WBGene00025221,X,WBGene00058167,X
WBGene00148201,A,WBGene00024028,A,WBGene00053845,A
WBGene00148206,A,WBGene00029912,A,WBGene00073210,A
WBGene00148207,A,WBGene00087396,A,WBGene00062980,A
WBGene00148208,X,WBGene00027597,X,WBGene00051525,X
WBGene00148222,A,WBGene00034313,A,WBGene00064594,A
WBGene00148226,A,WBGene00030769,A,WBGene00055455,A
WBGene00148232,A,WBGene00038147,A,WBGene00056086,A
WBGene00148250,A,WBGene00036407,A,WBGene00061631,A
WBGene00148264,X,WBGene00032141,X,WBGene00051439,X
WBGene00148265,short,WBGene00026736,A,WBGene00073958,short
WBGene00148270,A,WBGene00035499,A,WBGene00063473,A
WBGene00148277,A,WBGene00037535,A,WBGene00061753,A
WBGene00148279,A,WBGene00033605,A,WBGene00078910,A
WBGene00148286,A,WBGene00036555,A,WBGene00054787,A
WBGene00148301,A,WBGene00031392,A,WBGene00054944,A
WBGene00148303,A,WBGene00032095,A,WBGene00069397,A
WBGene00148315,A,WBGene00031218,A,WBGene00065023,A
WBGene00148317,A,WBGene00039525,A,WBGene00057944,A
WBGene00148328,X,WBGene00036993,X,WBGene00058289,X
WBGene00148344,A,WBGene00035490,A,WBGene00071186,A
WBGene00148350,A,WBGene00037607,A,WBGene00062960,A
WBGene00148361,A,WBGene00026056,A,WBGene00053343,A
WBGene00148377,X,WBGene00036172,X,WBGene00059741,X
WBGene00148393,A,WBGene00030542,A,WBGene00057998,A
WBGene00148394,A,WBGene00033258,A,WBGene00064110,A
WBGene00148402,A,WBGene00039695,A,WBGene00057608,A
WBGene00148410,A,WBGene00033275,A,WBGene00060059,A
WBGene00148417,A,WBGene00023935,A,WBGene00053928,A
WBGene00148421,A,WBGene00025933,A,WBGene00053495,A
WBGene00148427,X,WBGene00029650,X,WBGene00058628,X
WBGene00148432,X,WBGene00035729,X,WBGene00070618,X
WBGene00148434,A,WBGene00030492,A,WBGene00060861,A
WBGene00148436,A,WBGene00031554,A,WBGene00055089,A
WBGene00148437,X,WBGene00041268,X,WBGene00065515,X
WBGene00148439,A,WBGene00035640,A,WBGene00069634,A
WBGene00148441,A,WBGene00035606,A,WBGene00066426,A
WBGene00148442,A,WBGene00035633,A,WBGene00069262,A
WBGene00148450,A,WBGene00023946,A,WBGene00053920,A
WBGene00148454,A,WBGene00037511,A,WBGene00061731,A
WBGene00148460,A,WBGene00034075,A,WBGene00063023,A
WBGene00148464,A,WBGene00025435,A,WBGene00057396,A
WBGene00148466,A,WBGene00042251,A,WBGene00055651,A
WBGene00148470,A,WBGene00041440,A,WBGene00061857,A
WBGene00148472,A,WBGene00027670,A,WBGene00060953,A
WBGene00148478,X,WBGene00035035,X,WBGene00051749,X
WBGene00148485,A,WBGene00032706,A,WBGene00084349,A
WBGene00148490,A,WBGene00028035,A,WBGene00063536,A
WBGene00148493,X,WBGene00027624,X,WBGene00051488,X
WBGene00148495,A,WBGene00040637,A,WBGene00065582,A
WBGene00148504,X,WBGene00029491,X,WBGene00065259,X
WBGene00148505,A,WBGene00023971,A,WBGene00066428,A
WBGene00148532,A,WBGene00028906,A,WBGene00058143,A
WBGene00148536,A,WBGene00039345,A,WBGene00055994,A
WBGene00148546,X,WBGene00025235,X,WBGene00058152,X
WBGene00148547,A,WBGene00032311,A,WBGene00054164,A
WBGene00148551,X,WBGene00029444,X,WBGene00065297,X
WBGene00148554,A,WBGene00036788,A,WBGene00056888,A
WBGene00148555,A,WBGene00032696,A,WBGene00084350,A
WBGene00148559,A,WBGene00024698,A,WBGene00062046,A
WBGene00148561,X,WBGene00036175,X,WBGene00077237,X
WBGene00148573,A,WBGene00033440,A,WBGene00060093,A
WBGene00148580,A,WBGene00038197,A,WBGene00052112,A
WBGene00148582,X,WBGene00037156,X,WBGene00058396,X
WBGene00148584,A,WBGene00025725,A,WBGene00053706,A
WBGene00148591,X,WBGene00038622,A,WBGene00062911,A
WBGene00148601,A,WBGene00035937,A,WBGene00071305,A
WBGene00148605,X,WBGene00029727,X,WBGene00058710,X
WBGene00148607,X,WBGene00032200,X,WBGene00051378,X
WBGene00148617,X,WBGene00036029,X,WBGene00070122,X
WBGene00148619,X,WBGene00034790,X,WBGene00051982,X
WBGene00148630,A,WBGene00025945,A,WBGene00053481,A
WBGene00148635,A,WBGene00035529,A,WBGene00064864,A
WBGene00148640,A,WBGene00030677,A,WBGene00055611,A
WBGene00148641,X,WBGene00036307,X,WBGene00063224,X
WBGene00148642,A,WBGene00032820,A,WBGene00069031,A
WBGene00148657,A,WBGene00038376,A,WBGene00071822,A
WBGene00148658,X,WBGene00036061,X,WBGene00059820,X
WBGene00148661,A,WBGene00029204,A,WBGene00064231,A
WBGene00148670,A,WBGene00034035,A,WBGene00063065,A
WBGene00148673,X,WBGene00032168,X,WBGene00051410,X
WBGene00148677,X,WBGene00037123,X,WBGene00058370,X
WBGene00148678,A,WBGene00026408,A,WBGene00061552,A
WBGene00148692,A,WBGene00031009,A,WBGene00058969,A
WBGene00148694,A,WBGene00041862,A,WBGene00052560,A
WBGene00148709,A,WBGene00039543,A,WBGene00057929,A
WBGene00148717,A,WBGene00035420,A,WBGene00073801,A
WBGene00148741,A,WBGene00033422,A,WBGene00060066,A
WBGene00148742,A,WBGene00030721,A,WBGene00055553,A
WBGene00148748,A,WBGene00024701,A,WBGene00062048,A
WBGene00148753,A,WBGene00086786,A,WBGene00083432,A
WBGene00148757,X,WBGene00036720,X,WBGene00051187,X
WBGene00148766,X,WBGene00035209,X,WBGene00051583,X
WBGene00148767,A,WBGene00035906,A,WBGene00063441,A
WBGene00148769,A,WBGene00035498,A,WBGene00063472,A
WBGene00148770,A,WBGene00029186,A,WBGene00071363,A
WBGene00148780,A,WBGene00034105,A,WBGene00062997,A
WBGene00148787,A,WBGene00041436,A,WBGene00061851,A
WBGene00148793,A,WBGene00038596,A,WBGene00062867,A
WBGene00148799,A,WBGene00040034,A,WBGene00069199,A
WBGene00148803,A,WBGene00026431,A,WBGene00061578,A
WBGene00148806,A,WBGene00023969,A,WBGene00081226,A
WBGene00148808,X,WBGene00032217,X,WBGene00051361,X
WBGene00148809,A,WBGene00038652,A,WBGene00062953,A
WBGene00148818,A,WBGene00024205,A,WBGene00072744,A
WBGene00148819,A,WBGene00032830,A,WBGene00071488,A
WBGene00148829,A,WBGene00028072,A,WBGene00065972,A
WBGene00148831,A,WBGene00032904,A,WBGene00054082,A
WBGene00148832,X,WBGene00029457,X,WBGene00082659,X
WBGene00148838,X,WBGene00025186,X,WBGene00058202,X
WBGene00148840,A,WBGene00031386,A,WBGene00054942,A
WBGene00148842,X,WBGene00035026,X,WBGene00051760,X
WBGene00148850,A,WBGene00041422,A,WBGene00061825,short
WBGene00148856,A,WBGene00087551,A,WBGene00066385,A
WBGene00148866,A,WBGene00025982,A,WBGene00053429,A
WBGene00148867,A,WBGene00041928,A,WBGene00057898,A
WBGene00148871,X,WBGene00036191,X,WBGene00077319,X
WBGene00148872,X,WBGene00036261,X,WBGene00077250,X
WBGene00148873,A,WBGene00031460,A,WBGene00055006,A
WBGene00148886,X,WBGene00029607,X,WBGene00058610,X
WBGene00148909,A,WBGene00033316,A,WBGene00060013,A
WBGene00148916,X,WBGene00037042,X,WBGene00058330,X
WBGene00148918,A,WBGene00031519,A,WBGene00055059,A
WBGene00148925,A,WBGene00025601,A,WBGene00054006,A
WBGene00148939,A,WBGene00040048,A,WBGene00070640,A
WBGene00148942,A,WBGene00034348,A,WBGene00056380,A
WBGene00148946,A,WBGene00033406,A,WBGene00059918,A
WBGene00148952,X,WBGene00035163,X,WBGene00051614,X
WBGene00148954,X,WBGene00027175,X,WBGene00058420,X
WBGene00148957,X,WBGene00029672,X,WBGene00058654,X
WBGene00148962,A,WBGene00037691,A,WBGene00055889,A
WBGene00148963,A,WBGene00033830,A,WBGene00057667,A
WBGene00148964,X,WBGene00035229,X,WBGene00051564,X
WBGene00148966,A,WBGene00038920,A,WBGene00060837,A
WBGene00148976,X,WBGene00034839,X,WBGene00051920,X
WBGene00148983,X,WBGene00035712,X,WBGene00070604,X
WBGene00148999,X,WBGene00035071,X,WBGene00051712,X
WBGene00149021,A,WBGene00037493,A,WBGene00061712,A
WBGene00149037,A,WBGene00029173,A,WBGene00072137,A
WBGene00149065,A,WBGene00031521,A,WBGene00055061,A
WBGene00149079,A,WBGene00042397,A,WBGene00073208,ambiguous
WBGene00149084,A,WBGene00025912,A,WBGene00053517,A
WBGene00149100,A,WBGene00042221,no.read,WBGene00056014,A
WBGene00149101,A,WBGene00036466,A,WBGene00054673,A
WBGene00149107,A,WBGene00025382,A,WBGene00057451,A
WBGene00149116,X,WBGene00036697,X,WBGene00051213,X
WBGene00149117,A,WBGene00031353,A,WBGene00054894,A
WBGene00149131,X,WBGene00036573,X,WBGene00051323,X
WBGene00149138,A,WBGene00087417,A,WBGene00055767,A
WBGene00149143,A,WBGene00027053,A,WBGene00069702,A
WBGene00149146,A,WBGene00030694,A,WBGene00055519,A
WBGene00149148,A,WBGene00026458,A,WBGene00061589,A
WBGene00149153,X,WBGene00036344,X,WBGene00063257,X
WBGene00149159,X,WBGene00025161,X,WBGene00058230,X
WBGene00149166,A,WBGene00031140,A,WBGene00059124,A
WBGene00149173,X,WBGene00023589,X,WBGene00051143,X
WBGene00149191,A,WBGene00030288,A,WBGene00056320,A
WBGene00149198,A,WBGene00040132,A,WBGene00068832,A
WBGene00149199,X,WBGene00029948,X,WBGene00060199,X
WBGene00149200,X,WBGene00041251,X,WBGene00065499,X
WBGene00149208,A,WBGene00030334,A,WBGene00052610,A
WBGene00149209,A,WBGene00031471,A,WBGene00055008,A
WBGene00149214,X,WBGene00023580,X,WBGene00051154,X
WBGene00149216,A,WBGene00031337,A,WBGene00054916,A
WBGene00149218,A,WBGene00036507,A,WBGene00054724,A
WBGene00149220,A,WBGene00031913,A,WBGene00078937,A
WBGene00149225,A,WBGene00023819,A,WBGene00069566,A
WBGene00149227,A,WBGene00031328,A,WBGene00054926,A
WBGene00149236,A,WBGene00023526,A,WBGene00066766,A
WBGene00149243,A,WBGene00035556,A,WBGene00064854,A
WBGene00149244,A,WBGene00037663,A,WBGene00082218,A
WBGene00149247,A,WBGene00034051,A,WBGene00063048,A
WBGene00149250,A,WBGene00028090,A,WBGene00065960,A
WBGene00149251,X,WBGene00036193,X,WBGene00077318,X
WBGene00149252,X,WBGene00034869,X,WBGene00051891,X
WBGene00149257,X,WBGene00032214,X,WBGene00051365,X
WBGene00149261,X,WBGene00029997,X,WBGene00060262,X
WBGene00149263,A,WBGene00039338,A,WBGene00067450,A
WBGene00149264,X,WBGene00037019,X,WBGene00058312,X
WBGene00149265,A,WBGene00041476,A,WBGene00083027,A
WBGene00149268,A,WBGene00037480,A,WBGene00061701,A
WBGene00149269,A,WBGene00041381,A,WBGene00064467,A
WBGene00149270,A,WBGene00035847,A,WBGene00065386,A
WBGene00149271,A,WBGene00041466,A,WBGene00061896,A
WBGene00149272,A,WBGene00027833,A,WBGene00067079,A
WBGene00149276,X,WBGene00041216,X,WBGene00058799,X
WBGene00149278,A,WBGene00088052,A,WBGene00082430,A
WBGene00149279,X,WBGene00035179,X,WBGene00051597,X
WBGene00149281,A,WBGene00041554,A,WBGene00071133,A
WBGene00149282,A,WBGene00039591,A,WBGene00057526,A
WBGene00149288,A,WBGene00024992,A,WBGene00062749,A
WBGene00149293,X,WBGene00035763,X,WBGene00051023,X
WBGene00149302,A,WBGene00027977,A,WBGene00063577,A
WBGene00149308,A,WBGene00031540,A,WBGene00055076,A
WBGene00149310,A,WBGene00024615,A,WBGene00056754,A
WBGene00149317,A,WBGene00033238,A,WBGene00071544,A
WBGene00149319,A,WBGene00029217,A,WBGene00082526,A
WBGene00149332,X,WBGene00023602,X,WBGene00051131,X
WBGene00149334,A,WBGene00028298,A,WBGene00081058,A
WBGene00149344,X,WBGene00027154,X,WBGene00058443,X
WBGene00149346,A,WBGene00025675,A,WBGene00054083,A
WBGene00149355,A,WBGene00032584,A,WBGene00052889,A
WBGene00149357,X,WBGene00029722,X,WBGene00058704,X
WBGene00149364,ambiguous,WBGene00026903,A,WBGene00057092,A
WBGene00149369,X,WBGene00029616,X,WBGene00082144,X
WBGene00149377,A,WBGene00037666,A,WBGene00061653,A
WBGene00149378,A,WBGene00023787,A,WBGene00067789,A
WBGene00149379,X,WBGene00029570,X,WBGene00058539,X
WBGene00149386,A,WBGene00031362,A,WBGene00054884,A
WBGene00149391,X,WBGene00037111,X,WBGene00058355,X
WBGene00149394,A,WBGene00030676,A,WBGene00055612,A
WBGene00149398,X,WBGene00035165,X,WBGene00051612,X
WBGene00149406,A,WBGene00030724,A,WBGene00055560,A
WBGene00149416,A,WBGene00024652,A,WBGene00056786,A
WBGene00149420,A,WBGene00033938,A,WBGene00054307,A
WBGene00149430,X,WBGene00036912,X,WBGene00058489,X
WBGene00149433,A,WBGene00026747,A,WBGene00067879,A
WBGene00149447,A,WBGene00031483,A,WBGene00055019,A
WBGene00149465,A,WBGene00033769,A,WBGene00069815,A
WBGene00149468,A,WBGene00030689,A,WBGene00055515,A
WBGene00149470,A,WBGene00040129,A,WBGene00068835,A
WBGene00149476,A,WBGene00042897,no.read,WBGene00069252,A
WBGene00149482,X,WBGene00032211,X,WBGene00051367,X
WBGene00149483,A,WBGene00039583,A,WBGene00057520,A
WBGene00149485,X,WBGene00036914,X,WBGene00058487,X
WBGene00149488,A,WBGene00035930,A,WBGene00055282,A
WBGene00149503,A,WBGene00037777,A,WBGene00055798,A
WBGene00149509,A,WBGene00025283,A,WBGene00059850,A
WBGene00149516,A,WBGene00034008,A,WBGene00063085,A
WBGene00149547,X,WBGene00088880,X,WBGene00070117,X
WBGene00149554,A,WBGene00031406,A,WBGene00054955,A
WBGene00149564,A,WBGene00037832,A,WBGene00055747,A
WBGene00149567,A,WBGene00032411,A,WBGene00053073,A
WBGene00149569,A,WBGene00037609,A,WBGene00062962,A
WBGene00149586,A,WBGene00033641,A,WBGene00056175,A
WBGene00149592,A,WBGene00032327,A,WBGene00054180,A
WBGene00149603,A,WBGene00031494,A,WBGene00055035,A
WBGene00149604,A,WBGene00030847,A,WBGene00054803,A
WBGene00149608,A,WBGene00027968,A,WBGene00063545,A
WBGene00149610,A,WBGene00033486,A,WBGene00064283,A
WBGene00149611,A,WBGene00029808,A,WBGene00059596,A
WBGene00149613,A,WBGene00029046,A,WBGene00055217,A
WBGene00149614,A,WBGene00039367,A,WBGene00056042,A
WBGene00149627,A,WBGene00025909,A,WBGene00053520,A
WBGene00149630,A,WBGene00027291,A,WBGene00056924,A
WBGene00149632,A,WBGene00035468,A,WBGene00066834,A
WBGene00149634,A,WBGene00025940,A,WBGene00053488,A
WBGene00149635,A,WBGene00031315,A,WBGene00054859,A
WBGene00149638,A,WBGene00036654,A,WBGene00074314,A
WBGene00149641,A,WBGene00025969,A,WBGene00053450,A
WBGene00149643,X,WBGene00025199,X,WBGene00058192,X
WBGene00149645,A,WBGene00024312,A,WBGene00067209,A
WBGene00149651,A,WBGene00031107,A,WBGene00059074,A
WBGene00149657,A,WBGene00039236,A,WBGene00061600,A
WBGene00149659,X,WBGene00035123,X,WBGene00051650,X
WBGene00149660,A,WBGene00036541,A,WBGene00054770,A
WBGene00149662,A,WBGene00034302,A,WBGene00064557,A
WBGene00149665,A,WBGene00037369,A,WBGene00063342,A
WBGene00149668,A,WBGene00031285,A,WBGene00085191,A
WBGene00149669,A,WBGene00029249,A,WBGene00064185,A
WBGene00149680,X,WBGene00029649,X,WBGene00058626,X
WBGene00149694,A,WBGene00032619,A,WBGene00052853,A
WBGene00149701,A,WBGene00037103,A,WBGene00055415,A
WBGene00149704,X,WBGene00036943,X,WBGene00058462,X
WBGene00149711,A,WBGene00026194,A,WBGene00057695,A
WBGene00149718,X,WBGene00035176,X,WBGene00051600,X
WBGene00149719,A,WBGene00027050,A,WBGene00067695,A
WBGene00149729,A,WBGene00038857,A,WBGene00055495,A
WBGene00149743,A,WBGene00023720,A,WBGene00065437,A
WBGene00149746,A,WBGene00032683,A,WBGene00080675,A
WBGene00149751,A,WBGene00036819,A,WBGene00067030,A
WBGene00149758,A,WBGene00035503,A,WBGene00071187,A
WBGene00149768,X,WBGene00035760,X,WBGene00051013,X
WBGene00149772,X,WBGene00034980,X,WBGene00051802,X
WBGene00149777,X,WBGene00025072,X,WBGene00063180,X
WBGene00149784,A,WBGene00033164,A,WBGene00062385,A
WBGene00149785,A,WBGene00023758,A,WBGene00061369,A
WBGene00149790,X,WBGene00025271,X,WBGene00058236,X
WBGene00149791,A,WBGene00037715,A,WBGene00055863,A
WBGene00149795,A,WBGene00034027,A,WBGene00063070,A
WBGene00149797,X,WBGene00032239,X,WBGene00051335,X
WBGene00149799,X,WBGene00029674,X,WBGene00058656,X
WBGene00149800,A,WBGene00040022,A,WBGene00069189,A
